Attaching to keycloak-ciba
keycloak-ciba  | Updating the configuration and installing your custom providers, if any. Please wait.
keycloak-ciba  | 2025-06-19 17:32:27,172 DEBUG [liquibase.changelog.ChangeSet] (main) Unique constraint UK_RU8TT6T700S9V50BU18WS5HA6 dropped from USER_ENTITY
keycloak-ciba  | 2025-06-19 17:32:27,172 DEBUG [liquibase.changelog.ChangeSet] (main) USER_ENTITY.FIRST_NAME datatype was changed to NVARCHAR(255)
keycloak-ciba  | 2025-06-19 17:32:27,173 DEBUG [liquibase.changelog.ChangeSet] (main) USER_ENTITY.LAST_NAME datatype was changed to NVARCHAR(255)
keycloak-ciba  | 2025-06-19 17:32:27,173 DEBUG [liquibase.changelog.ChangeSet] (main) USER_ENTITY.USERNAME datatype was changed to NVARCHAR(255)
keycloak-ciba  | 2025-06-19 17:32:27,174 DEBUG [liquibase.changelog.ChangeSet] (main) Unique constraint added to USER_ENTITY(REALM_ID,USERNAME)
keycloak-ciba  | 2025-06-19 17:32:27,175 DEBUG [liquibase.changelog.ChangeSet] (main) Primary key dropped from USERNAME_LOGIN_FAILURE
keycloak-ciba  | 2025-06-19 17:32:27,175 DEBUG [liquibase.changelog.ChangeSet] (main) USERNAME_LOGIN_FAILURE.USERNAME datatype was changed to NVARCHAR(255)
keycloak-ciba  | 2025-06-19 17:32:27,176 DEBUG [liquibase.changelog.ChangeSet] (main) NOT NULL constraint has been added to USERNAME_LOGIN_FAILURE.USERNAME
keycloak-ciba  | 2025-06-19 17:32:27,176 DEBUG [liquibase.changelog.ChangeSet] (main) Primary key added to USERNAME_LOGIN_FAILURE (REALM_ID, USERNAME)
keycloak-ciba  | 2025-06-19 17:32:27,177 DEBUG [liquibase.changelog.ChangeSet] (main) KEYCLOAK_GROUP.NAME datatype was changed to NVARCHAR(255)
keycloak-ciba  | 2025-06-19 17:32:27,177 DEBUG [liquibase.changelog.ChangeSet] (main) USER_ATTRIBUTE.VALUE datatype was changed to NVARCHAR(255)
keycloak-ciba  | 2025-06-19 17:32:27,178 DEBUG [liquibase.changelog.ChangeSet] (main) GROUP_ATTRIBUTE.VALUE datatype was changed to NVARCHAR(255)
keycloak-ciba  | 2025-06-19 17:32:27,178 DEBUG [liquibase.changelog.ChangeSet] (main) REALM_ATTRIBUTE.VALUE datatype was changed to NVARCHAR(255)
keycloak-ciba  | 2025-06-19 17:32:27,179 DEBUG [liquibase.changelog.ChangeSet] (main) COMPONENT_CONFIG.VALUE datatype was changed to NVARCHAR(4000)
keycloak-ciba  | 2025-06-19 17:32:27,179 DEBUG [liquibase.changelog.ChangeSet] (main) Unique constraint UK_J3RWUVD56ONTGSUHOGM184WW2-2 dropped from KEYCLOAK_ROLE
keycloak-ciba  | 2025-06-19 17:32:27,180 DEBUG [liquibase.changelog.ChangeSet] (main) KEYCLOAK_ROLE.NAME datatype was changed to NVARCHAR(255)
keycloak-ciba  | 2025-06-19 17:32:27,180 DEBUG [liquibase.changelog.ChangeSet] (main) Unique constraint added to KEYCLOAK_ROLE(NAME,CLIENT_REALM_CONSTRAINT)
keycloak-ciba  | 2025-06-19 17:32:27,181 DEBUG [liquibase.changelog.ChangeSet] (main) KEYCLOAK_ROLE.DESCRIPTION datatype was changed to NVARCHAR(255)
keycloak-ciba  | 2025-06-19 17:32:27,181 DEBUG [liquibase.changelog.ChangeSet] (main) ChangeSet META-INF/jpa-changelog-2.5.0.xml::2.5.0-unicode-other-dbs::hmlnarik@redhat.com ran successfully in 13ms
keycloak-ciba  | 2025-06-19 17:32:27,182 DEBUG [liquibase.ui.LoggerUIService] (main) Running Changeset: META-INF/jpa-changelog-2.5.0.xml::2.5.0-duplicate-email-support::slawomir@dabek.name
keycloak-ciba  | 2025-06-19 17:32:27,190 DEBUG [liquibase.changelog.ChangeSet] (main) Columns LOGIN_WITH_EMAIL_ALLOWED(BOOLEAN),DUPLICATE_EMAILS_ALLOWED(BOOLEAN) added to REALM
keycloak-ciba  | 2025-06-19 17:32:27,190 DEBUG [liquibase.changelog.ChangeSet] (main) ChangeSet META-INF/jpa-changelog-2.5.0.xml::2.5.0-duplicate-email-support::slawomir@dabek.name ran successfully in 8ms
keycloak-ciba  | 2025-06-19 17:32:27,192 DEBUG [liquibase.ui.LoggerUIService] (main) Running Changeset: META-INF/jpa-changelog-2.5.0.xml::2.5.0-unique-group-names::hmlnarik@redhat.com
keycloak-ciba  | 2025-06-19 17:32:27,193 DEBUG [liquibase.changelog.ChangeSet] (main) Unique constraint added to KEYCLOAK_GROUP(REALM_ID,PARENT_GROUP,NAME)
keycloak-ciba  | 2025-06-19 17:32:27,193 DEBUG [liquibase.changelog.ChangeSet] (main) ChangeSet META-INF/jpa-changelog-2.5.0.xml::2.5.0-unique-group-names::hmlnarik@redhat.com ran successfully in 1ms
keycloak-ciba  | 2025-06-19 17:32:27,194 DEBUG [liquibase.ui.LoggerUIService] (main) Running Changeset: META-INF/jpa-changelog-2.5.1.xml::2.5.1::bburke@redhat.com
keycloak-ciba  | 2025-06-19 17:32:27,196 DEBUG [liquibase.changelog.ChangeSet] (main) Columns CREATED_DATE(BIGINT),LAST_UPDATED_DATE(BIGINT) added to FED_USER_CONSENT
keycloak-ciba  | 2025-06-19 17:32:27,197 DEBUG [liquibase.changelog.ChangeSet] (main) ChangeSet META-INF/jpa-changelog-2.5.1.xml::2.5.1::bburke@redhat.com ran successfully in 3ms
keycloak-ciba  | 2025-06-19 17:32:27,198 DEBUG [liquibase.ui.LoggerUIService] (main) Running Changeset: META-INF/jpa-changelog-3.0.0.xml::3.0.0::bburke@redhat.com
keycloak-ciba  | 2025-06-19 17:32:27,200 DEBUG [liquibase.changelog.ChangeSet] (main) Columns LINK_ONLY(BOOLEAN) added to IDENTITY_PROVIDER
keycloak-ciba  | 2025-06-19 17:32:27,200 DEBUG [liquibase.changelog.ChangeSet] (main) ChangeSet META-INF/jpa-changelog-3.0.0.xml::3.0.0::bburke@redhat.com ran successfully in 2ms
keycloak-ciba  | 2025-06-19 17:32:27,201 DEBUG [liquibase.ui.LoggerUIService] (main) Running Changeset: META-INF/jpa-changelog-3.2.0.xml::3.2.0-fix::keycloak
keycloak-ciba  | 2025-06-19 17:32:27,202 DEBUG [liquibase.changelog.ChangeSet] (main) Marking ChangeSet: "META-INF/jpa-changelog-3.2.0.xml::3.2.0-fix::keycloak" as ran despite precondition failure due to onFail='MARK_RAN': 
keycloak-ciba  |           META-INF/jpa-changelog-master.xml : Changeset 'META-INF/jpa-changelog-3.2.0.xml::3.2.0::keycloak' has not been run
keycloak-ciba  | 
keycloak-ciba  | 2025-06-19 17:32:27,203 DEBUG [liquibase.ui.LoggerUIService] (main) Running Changeset: META-INF/jpa-changelog-3.2.0.xml::3.2.0-fix-with-keycloak-5416::keycloak
keycloak-ciba  | 2025-06-19 17:32:27,203 DEBUG [liquibase.changelog.ChangeSet] (main) Marking ChangeSet: "META-INF/jpa-changelog-3.2.0.xml::3.2.0-fix-with-keycloak-5416::keycloak" as ran despite precondition failure due to onFail='MARK_RAN': 
keycloak-ciba  |           META-INF/jpa-changelog-master.xml : Changeset 'META-INF/jpa-changelog-3.2.0.xml::3.2.0::keycloak' has not been run
keycloak-ciba  | 
keycloak-ciba  | 2025-06-19 17:32:27,204 DEBUG [liquibase.ui.LoggerUIService] (main) Running Changeset: META-INF/jpa-changelog-3.2.0.xml::3.2.0-fix-offline-sessions::hmlnarik
keycloak-ciba  | 2025-06-19 17:32:27,206 DEBUG [liquibase.changelog.ChangeSet] (main) Leave only single offline session per user and client: no update applicable for this taskLeave only single offline session per user and client: no update applicable for this task
keycloak-ciba  | 2025-06-19 17:32:27,206 DEBUG [liquibase.changelog.ChangeSet] (main) ChangeSet META-INF/jpa-changelog-3.2.0.xml::3.2.0-fix-offline-sessions::hmlnarik ran successfully in 2ms
keycloak-ciba  | 2025-06-19 17:32:27,210 DEBUG [liquibase.ui.LoggerUIService] (main) Running Changeset: META-INF/jpa-changelog-3.2.0.xml::3.2.0-fixed::keycloak
keycloak-ciba  | 2025-06-19 17:32:27,215 DEBUG [liquibase.changelog.ChangeSet] (main) Columns DOCKER_AUTH_FLOW(VARCHAR(36)) added to REALM
keycloak-ciba  | 2025-06-19 17:32:27,216 DEBUG [liquibase.changelog.ChangeSet] (main) Primary key dropped from OFFLINE_CLIENT_SESSION
keycloak-ciba  | 2025-06-19 17:32:27,217 DEBUG [liquibase.changelog.ChangeSet] (main) Column OFFLINE_CLIENT_SESSION.CLIENT_SESSION_ID dropped
keycloak-ciba  | 2025-06-19 17:32:27,218 DEBUG [liquibase.changelog.ChangeSet] (main) Primary key added to OFFLINE_CLIENT_SESSION (USER_SESSION_ID,CLIENT_ID, OFFLINE_FLAG)
keycloak-ciba  | 2025-06-19 17:32:27,219 DEBUG [liquibase.changelog.ChangeSet] (main) Table CLIENT_INITIAL_ACCESS created
keycloak-ciba  | 2025-06-19 17:32:27,219 DEBUG [liquibase.changelog.ChangeSet] (main) Primary key added to CLIENT_INITIAL_ACCESS (ID)
keycloak-ciba  | 2025-06-19 17:32:27,220 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key constraint added to CLIENT_INITIAL_ACCESS (REALM_ID)
keycloak-ciba  | 2025-06-19 17:32:27,221 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_ASSOC_POL_ASSOC_POL_ID created
keycloak-ciba  | 2025-06-19 17:32:27,221 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_AUTH_EXEC_REALM_FLOW created
keycloak-ciba  | 2025-06-19 17:32:27,222 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_AUTH_EXEC_FLOW created
keycloak-ciba  | 2025-06-19 17:32:27,222 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_AUTH_FLOW_REALM created
keycloak-ciba  | 2025-06-19 17:32:27,223 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_AUTH_CONFIG_REALM created
keycloak-ciba  | 2025-06-19 17:32:27,223 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_CLIENT_CLIENT_TEMPL_ID created
keycloak-ciba  | 2025-06-19 17:32:27,224 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_CLIENT_DEF_ROLES_CLIENT created
keycloak-ciba  | 2025-06-19 17:32:27,225 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_CLIENT_ID_PROV_MAP_CLIENT created
keycloak-ciba  | 2025-06-19 17:32:27,225 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_CLIENT_SESSION_SESSION created
keycloak-ciba  | 2025-06-19 17:32:27,226 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_COMPONENT_REALM created
keycloak-ciba  | 2025-06-19 17:32:27,226 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_COMPO_CONFIG_COMPO created
keycloak-ciba  | 2025-06-19 17:32:27,227 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_COMPOSITE created
keycloak-ciba  | 2025-06-19 17:32:27,227 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_COMPOSITE_CHILD created
keycloak-ciba  | 2025-06-19 17:32:27,228 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_CREDENTIAL_ATTR_CRED created
keycloak-ciba  | 2025-06-19 17:32:27,229 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_FED_CRED_ATTR_CRED created
keycloak-ciba  | 2025-06-19 17:32:27,229 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_GROUP_ATTR_GROUP created
keycloak-ciba  | 2025-06-19 17:32:27,230 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_GROUP_ROLE_MAPP_GROUP created
keycloak-ciba  | 2025-06-19 17:32:27,231 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_IDENT_PROV_REALM created
keycloak-ciba  | 2025-06-19 17:32:27,231 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_ID_PROV_MAPP_REALM created
keycloak-ciba  | 2025-06-19 17:32:27,232 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_KEYCLOAK_ROLE_CLIENT created
keycloak-ciba  | 2025-06-19 17:32:27,232 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_KEYCLOAK_ROLE_REALM created
keycloak-ciba  | 2025-06-19 17:32:27,233 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_PROTOCOL_MAPPER_CLIENT created
keycloak-ciba  | 2025-06-19 17:32:27,233 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_PROTO_MAPP_CLIENT_TEMPL created
keycloak-ciba  | 2025-06-19 17:32:27,234 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_REALM_MASTER_ADM_CLI created
keycloak-ciba  | 2025-06-19 17:32:27,234 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_REALM_ATTR_REALM created
keycloak-ciba  | 2025-06-19 17:32:27,235 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_REALM_DEF_GRP_REALM created
keycloak-ciba  | 2025-06-19 17:32:27,235 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_REALM_DEF_ROLES_REALM created
keycloak-ciba  | 2025-06-19 17:32:27,236 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_REALM_EVT_TYPES_REALM created
keycloak-ciba  | 2025-06-19 17:32:27,236 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_REALM_EVT_LIST_REALM created
keycloak-ciba  | 2025-06-19 17:32:27,237 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_REALM_SUPP_LOCAL_REALM created
keycloak-ciba  | 2025-06-19 17:32:27,237 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_REDIR_URI_CLIENT created
keycloak-ciba  | 2025-06-19 17:32:27,238 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_REQ_ACT_PROV_REALM created
keycloak-ciba  | 2025-06-19 17:32:27,238 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_RES_POLICY_POLICY created
keycloak-ciba  | 2025-06-19 17:32:27,239 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_RES_SCOPE_SCOPE created
keycloak-ciba  | 2025-06-19 17:32:27,239 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_RES_SERV_POL_RES_SERV created
keycloak-ciba  | 2025-06-19 17:32:27,240 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_RES_SRV_RES_RES_SRV created
keycloak-ciba  | 2025-06-19 17:32:27,240 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_RES_SRV_SCOPE_RES_SRV created
keycloak-ciba  | 2025-06-19 17:32:27,241 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_SCOPE_MAPPING_ROLE created
keycloak-ciba  | 2025-06-19 17:32:27,241 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_SCOPE_POLICY_POLICY created
keycloak-ciba  | 2025-06-19 17:32:27,242 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_TEMPL_SCOPE_MAPP_ROLE created
keycloak-ciba  | 2025-06-19 17:32:27,242 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_USR_FED_MAP_FED_PRV created
keycloak-ciba  | 2025-06-19 17:32:27,243 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_USR_FED_MAP_REALM created
keycloak-ciba  | 2025-06-19 17:32:27,243 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_USR_FED_PRV_REALM created
keycloak-ciba  | 2025-06-19 17:32:27,244 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_WEB_ORIG_CLIENT created
keycloak-ciba  | 2025-06-19 17:32:27,244 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_CLIENT_INIT_ACC_REALM created
keycloak-ciba  | 2025-06-19 17:32:27,244 DEBUG [liquibase.changelog.ChangeSet] (main) ChangeSet META-INF/jpa-changelog-3.2.0.xml::3.2.0-fixed::keycloak ran successfully in 34ms
keycloak-ciba  | 2025-06-19 17:32:27,247 DEBUG [liquibase.ui.LoggerUIService] (main) Running Changeset: META-INF/jpa-changelog-3.3.0.xml::3.3.0::keycloak
keycloak-ciba  | 2025-06-19 17:32:27,250 DEBUG [liquibase.changelog.ChangeSet] (main) Columns NOT_BEFORE(INT) added to USER_ENTITY
keycloak-ciba  | 2025-06-19 17:32:27,251 DEBUG [liquibase.changelog.ChangeSet] (main) ChangeSet META-INF/jpa-changelog-3.3.0.xml::3.3.0::keycloak ran successfully in 4ms
keycloak-ciba  | 2025-06-19 17:32:27,252 DEBUG [liquibase.ui.LoggerUIService] (main) Running Changeset: META-INF/jpa-changelog-authz-3.4.0.CR1.xml::authz-3.4.0.CR1-resource-server-pk-change-part1::glavoie@gmail.com
keycloak-ciba  | 2025-06-19 17:32:27,255 DEBUG [liquibase.changelog.ChangeSet] (main) Columns RESOURCE_SERVER_CLIENT_ID(VARCHAR(36)) added to RESOURCE_SERVER_POLICY
keycloak-ciba  | 2025-06-19 17:32:27,258 DEBUG [liquibase.changelog.ChangeSet] (main) Columns RESOURCE_SERVER_CLIENT_ID(VARCHAR(36)) added to RESOURCE_SERVER_RESOURCE
keycloak-ciba  | 2025-06-19 17:32:27,260 DEBUG [liquibase.changelog.ChangeSet] (main) Columns RESOURCE_SERVER_CLIENT_ID(VARCHAR(36)) added to RESOURCE_SERVER_SCOPE
keycloak-ciba  | 2025-06-19 17:32:27,261 DEBUG [liquibase.changelog.ChangeSet] (main) ChangeSet META-INF/jpa-changelog-authz-3.4.0.CR1.xml::authz-3.4.0.CR1-resource-server-pk-change-part1::glavoie@gmail.com ran successfully in 9ms
keycloak-ciba  | 2025-06-19 17:32:27,262 DEBUG [liquibase.ui.LoggerUIService] (main) Running Changeset: META-INF/jpa-changelog-authz-3.4.0.CR1.xml::authz-3.4.0.CR1-resource-server-pk-change-part2-KEYCLOAK-6095::hmlnarik@redhat.com
keycloak-ciba  | 2025-06-19 17:32:27,264 DEBUG [liquibase.changelog.ChangeSet] (main) Update authz-3.4.0.CR1-resource-server-pk-change-part2: no update applicable for this taskUpdate authz-3.4.0.CR1-resource-server-pk-change-part2: no update applicable for this task
keycloak-ciba  | 2025-06-19 17:32:27,264 DEBUG [liquibase.changelog.ChangeSet] (main) ChangeSet META-INF/jpa-changelog-authz-3.4.0.CR1.xml::authz-3.4.0.CR1-resource-server-pk-change-part2-KEYCLOAK-6095::hmlnarik@redhat.com ran successfully in 2ms
keycloak-ciba  | 2025-06-19 17:32:27,266 DEBUG [liquibase.ui.LoggerUIService] (main) Running Changeset: META-INF/jpa-changelog-authz-3.4.0.CR1.xml::authz-3.4.0.CR1-resource-server-pk-change-part3-fixed::glavoie@gmail.com
keycloak-ciba  | 2025-06-19 17:32:27,267 DEBUG [liquibase.changelog.ChangeSet] (main) Marking ChangeSet: "META-INF/jpa-changelog-authz-3.4.0.CR1.xml::authz-3.4.0.CR1-resource-server-pk-change-part3-fixed::glavoie@gmail.com" as ran despite precondition failure due to onFail='MARK_RAN': 
keycloak-ciba  |           META-INF/jpa-changelog-master.xml : DBMS Precondition failed: expected mssql, got h2
keycloak-ciba  | 
keycloak-ciba  | 2025-06-19 17:32:27,270 DEBUG [liquibase.ui.LoggerUIService] (main) Running Changeset: META-INF/jpa-changelog-authz-3.4.0.CR1.xml::authz-3.4.0.CR1-resource-server-pk-change-part3-fixed-nodropindex::glavoie@gmail.com
keycloak-ciba  | 2025-06-19 17:32:27,271 DEBUG [liquibase.changelog.ChangeSet] (main) NOT NULL constraint has been added to RESOURCE_SERVER_POLICY.RESOURCE_SERVER_CLIENT_ID
keycloak-ciba  | 2025-06-19 17:32:27,272 DEBUG [liquibase.changelog.ChangeSet] (main) NOT NULL constraint has been added to RESOURCE_SERVER_RESOURCE.RESOURCE_SERVER_CLIENT_ID
keycloak-ciba  | 2025-06-19 17:32:27,272 DEBUG [liquibase.changelog.ChangeSet] (main) NOT NULL constraint has been added to RESOURCE_SERVER_SCOPE.RESOURCE_SERVER_CLIENT_ID
keycloak-ciba  | 2025-06-19 17:32:27,273 DEBUG [liquibase.changelog.ChangeSet] (main) Unique constraint UK_FRSRPT700S9V50BU18WS5HA6 dropped from RESOURCE_SERVER_POLICY
keycloak-ciba  | 2025-06-19 17:32:27,273 DEBUG [liquibase.changelog.ChangeSet] (main) Unique constraint UK_FRSR6T700S9V50BU18WS5HA6 dropped from RESOURCE_SERVER_RESOURCE
keycloak-ciba  | 2025-06-19 17:32:27,273 DEBUG [liquibase.changelog.ChangeSet] (main) Unique constraint UK_FRSRST700S9V50BU18WS5HA6 dropped from RESOURCE_SERVER_SCOPE
keycloak-ciba  | 2025-06-19 17:32:27,274 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key FK_FRSRPO213XCX4WNKOG82SSRFY dropped
keycloak-ciba  | 2025-06-19 17:32:27,276 DEBUG [liquibase.changelog.ChangeSet] (main) Column RESOURCE_SERVER_POLICY.RESOURCE_SERVER_ID dropped
keycloak-ciba  | 2025-06-19 17:32:27,277 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key FK_FRSRHO213XCX4WNKOG82SSRFY dropped
keycloak-ciba  | 2025-06-19 17:32:27,279 DEBUG [liquibase.changelog.ChangeSet] (main) Column RESOURCE_SERVER_RESOURCE.RESOURCE_SERVER_ID dropped
keycloak-ciba  | 2025-06-19 17:32:27,279 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key FK_FRSRSO213XCX4WNKOG82SSRFY dropped
keycloak-ciba  | 2025-06-19 17:32:27,281 DEBUG [liquibase.changelog.ChangeSet] (main) Column RESOURCE_SERVER_SCOPE.RESOURCE_SERVER_ID dropped
keycloak-ciba  | 2025-06-19 17:32:27,282 DEBUG [liquibase.changelog.ChangeSet] (main) Primary key dropped from RESOURCE_SERVER
keycloak-ciba  | 2025-06-19 17:32:27,282 DEBUG [liquibase.changelog.ChangeSet] (main) Unique constraint UK_AU8TT6T700S9V50BU18WS5HA6 dropped from RESOURCE_SERVER
keycloak-ciba  | 2025-06-19 17:32:27,283 DEBUG [liquibase.changelog.ChangeSet] (main) Column RESOURCE_SERVER.ID dropped
keycloak-ciba  | 2025-06-19 17:32:27,284 DEBUG [liquibase.changelog.ChangeSet] (main) Column RESOURCE_SERVER.CLIENT_ID renamed to ID
keycloak-ciba  | 2025-06-19 17:32:27,285 DEBUG [liquibase.changelog.ChangeSet] (main) Column RESOURCE_SERVER_POLICY.RESOURCE_SERVER_CLIENT_ID renamed to RESOURCE_SERVER_ID
keycloak-ciba  | 2025-06-19 17:32:27,285 DEBUG [liquibase.changelog.ChangeSet] (main) Column RESOURCE_SERVER_RESOURCE.RESOURCE_SERVER_CLIENT_ID renamed to RESOURCE_SERVER_ID
keycloak-ciba  | 2025-06-19 17:32:27,286 DEBUG [liquibase.changelog.ChangeSet] (main) Column RESOURCE_SERVER_SCOPE.RESOURCE_SERVER_CLIENT_ID renamed to RESOURCE_SERVER_ID
keycloak-ciba  | 2025-06-19 17:32:27,287 DEBUG [liquibase.changelog.ChangeSet] (main) Unique constraint added to RESOURCE_SERVER_POLICY(NAME, RESOURCE_SERVER_ID)
keycloak-ciba  | 2025-06-19 17:32:27,287 DEBUG [liquibase.changelog.ChangeSet] (main) Unique constraint added to RESOURCE_SERVER_RESOURCE(NAME, OWNER, RESOURCE_SERVER_ID)
keycloak-ciba  | 2025-06-19 17:32:27,288 DEBUG [liquibase.changelog.ChangeSet] (main) Unique constraint added to RESOURCE_SERVER_SCOPE(NAME, RESOURCE_SERVER_ID)
keycloak-ciba  | 2025-06-19 17:32:27,288 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_RES_SERV_POL_RES_SERV created
keycloak-ciba  | 2025-06-19 17:32:27,289 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_RES_SRV_RES_RES_SRV created
keycloak-ciba  | 2025-06-19 17:32:27,289 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_RES_SRV_SCOPE_RES_SRV created
keycloak-ciba  | 2025-06-19 17:32:27,290 DEBUG [liquibase.changelog.ChangeSet] (main) Primary key added to RESOURCE_SERVER (ID)
keycloak-ciba  | 2025-06-19 17:32:27,291 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key constraint added to RESOURCE_SERVER_POLICY (RESOURCE_SERVER_ID)
keycloak-ciba  | 2025-06-19 17:32:27,292 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key constraint added to RESOURCE_SERVER_RESOURCE (RESOURCE_SERVER_ID)
keycloak-ciba  | 2025-06-19 17:32:27,293 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key constraint added to RESOURCE_SERVER_SCOPE (RESOURCE_SERVER_ID)
keycloak-ciba  | 2025-06-19 17:32:27,294 DEBUG [liquibase.changelog.ChangeSet] (main) ChangeSet META-INF/jpa-changelog-authz-3.4.0.CR1.xml::authz-3.4.0.CR1-resource-server-pk-change-part3-fixed-nodropindex::glavoie@gmail.com ran successfully in 23ms
